AF,AF-101,查核「非銷售性資產請採驗申請單」內容是否詳實，是否經權限主管核准。
AF,AF-101,查核不動產、廠房及設備之採購程序是否經詢比議價程序。
AF,AF-101,查核不動產、廠房及設備之簽核流程是否合理。
AF,AF-101,查核供應商所送貨品是否經權限主管核准之相關採購申請內容相符。
AF,AF-101,查核不動產、廠房及設備購置金額若超過「取得或處分資產處理程序」是否經董事會決議通過。
AF,AF-101,查核資本租賃及營業租賃之判別是否正確。
AF,AF-101,查核資本支出與費用支出之劃分是否適當。
AF,AF-101,查核驗收程序是否依規定辦理。
AF,AF-101,查核財產標籤是否脫落或模糊不清，未予更新之情形。
AF,AF-101,查核資訊單位是否隨時更新「IT 資產保管清冊」。
AF,AF-101,查核「模具一覽表」及「不動產、廠房及設備登記盤點表」是否確實記錄及保存。
AF,AF-101,查核記錄不動產、廠房及設備之取得成本是否正確、不動產、廠房及設備折舊計算及費用歸屬是否正確。
AF,AF-102,查核不動產、廠房及設備異動，會計部是否接獲通知並據以調整費用。
AF,AF-102,查核不動產、廠房及設備異動是否依規定呈請核准。
AF,AF-102,查核會計部是否依「模具移轉書」更新「模具清冊」。
AF,AF-102,查核管理單位或資訊部是否確實掌控不動產、廠房及設備之異動並更新「固定資產登記盤點表」或「IT 資產保管清冊」作為管理控制之依據。
AF,AF-102,會計部是否於不動產、廠房及設備移轉後，重新歸屬計算折舊費用。
AF,AF-103,執行不動產、廠房及設備固定資產維修及驗收是否依程序填具表單及會同相關單位辦理。
AF,AF-103,各管理單位是否依據相關驗收單更新「固定資產登記盤點表」、「模具清冊」或「IT 資產保管清冊」。
AF,AF-103,查核資本支出與費用支出是否正確合理劃分，屬資本支出者，會計部是否據以記錄資產並更新「財產目錄」。
AF,AF-103,固定資產是否依重要性及性質投保，保額是否適當。
AF,AF-103,保單、保險合約之管理是否完整。
AF,AF-103,屬重大性維修，是否經維修廠商先行估價，且經核決主管核准。
AF,AF-103,發生保險理賠時，是否於理賠期間內洽保險公司辦理。
AF,AF-104,查核不動產、廠房及設備是否定期進行盤點，逐項盤點並填記實盤數。
AF,AF-104,盤點前是否訂立盤點計劃。
AF,AF-104,參與盤點人員是否確實執行，並詳實記錄於相關盤點文件。
AF,AF-104,盤點有差異時，是否追蹤原因並呈核後辦理。
AF,AF-104,查核管理單位是否依盤點結果更新相關記錄。
AF,AF-104,查核會計部是否依盤點結果調整入帳並更正「財產目錄」。
AF,AF-105,查核不動產、廠房及設備擬報廢、出售、出租、外借及遺失時，是否填具「資產異動申請單」，並呈權限主管核准後辦理。
AF,AF-105,查核不動產、廠房及設備報廢或出售其折舊、耐用年限之計算是否正確。
AF,AF-105,查核不動產、廠房及設備處分與財產減少有無遺漏或錯誤，「財產目錄」有無更新。
AF,AF-105,殘值之估價及出售之作價，應查核有無錯誤。
AF,AF-105,不動產、廠房及設備處置時，管理單位是否依據「資產異動申請單」或「模具報廢申請單」更新相關固定資產管理報表作為管理控制之依據。
AF,AF-105,出租資產是否訂明契約並依租約內容確實執行公司之權利義務。
AF,AF-105,不動產、廠房及設備出售若超過「取得或處分資產處理程序」應公告標準者，是否經董事會決議通過後辦理。
AF,AF-105,查核未達耐用年數而報廢之資產是否向主管稽徵機關報備，並取得核備文件。
AF,AF-105,未達原定使用年限，而予以報廢者，雖經權限主管核准，仍應查核分析其原因。
AF,AF-105,查核出租資產收回時是否確實驗收，若發現短少或損壞是否追蹤處理。
AF,AF-105,查核租約之內容是否明確訂定雙方之權利及義務，以確保公司之權益。
AF,AF-105,查核租金之收取是否依規定辦理。
AF,AF-105,會計部是否依據「資產異動申請單」  重新計算折舊歸屬並轉列適當科目。
AF,AF-105,查核資產遭竊盜或因盤點而發現遺失者，是否向警察單位報案或提出追查原因報告。
AF,AF-105,財產之減少為可疑或不當者，查明其緣由。
AF,AF-105,資產盜失若有投保，投保單位是否立即聯絡保險公司進行理賠事宜。
AF,AF-105,辦理不動產、廠房及設備設定抵押，財會單位是否備妥標的物之詳細資料，填具「簽呈單」呈核決權限核准後才能向債權銀行辦理抵押權設定登記。
AF,AF-105,抵押權解除時，財會單位是否主動向債權銀行辦理抵押權註銷手續並取回標的物之原始相關資料。
AF,AF-105,管理單位接獲通知是否即時將不動產、廠房及設備抵押或撤銷情形於相關固定資產管理報表記錄之。 
AF,AF-106,查核本公司取得及處分不動產、廠房及設備，凡達到規定之標準時，是否均依照規定公告、申報。
AF,AF-106,公告時點、內容及格式是否符合主管機關相關函號規定辦理。
AF,AF-106,財會單位是否依規定檢附公告內容及相關資料向主管機關申報。
AF,AF-106,取得或處分不動產或其他相關不動產、廠房及設備，若有採用專家報告之需求時，其鑑價機構及鑑價報告等相關內容，是否符合有關法令規定。