AM,AM-101,NA
AM,AM-102,查核票據是否連號開立。     
AM,AM-102,查核開立之支票是否皆以抬頭、劃線及禁止背書轉讓方式支付，若未按規定應查明其原因並查核是否取具受款人之「切結書」。        
AM,AM-102,查核存摺、空白支票及已開立未領取之支票是否妥善保管。      
AM,AM-102,查核支票開立及用印是否經適當之核准。      
AM,AM-102,查核未開之空白支票是否有適當之控制。      
AM,AM-102,盤點空白支票有否短缺。     
AM,AM-102,查核是否有預開空白支票之情形。     
AM,AM-102,查核領取支票時，領款人是否確實於「支票簽收本」簽認或蓋章。       
AM,AM-102,存摺及支票保管人與印鑑保管人是否由不同人員擔任。        
AM,AM-102,查核財務於支票開立後，是否於「付款單」蓋「已付款」章。     
AM,AM-102,查核財務於支票作廢時，是否於票據上標明「作廢」字樣，並剪下該支票之票號粘貼於支票領取證上。       
AM,AM-103,NA
AM,AM-104,NA
AM,AM-105,查核職務授權程度是否未違反法令規定，「核決權限表」是否定期檢討及修正。     
AM,AM-105,查核公司各項事務之推動是否確實遵循「核決權限表」。       
AM,AM-105,查核傳票、財務及業務相關報表，是否經經辦人員、權責主管及規定之核決權限簽名。      
AM,AM-105,查核各項作業之授權、核准、執行及紀錄等步驟，是否分別由不同部門或人員負責，以達相互牽制之效果。     
AM,AM-105,查核職務授權及代理人是否已避免不相容職務集於同一人或相互代理之情事。      
AM,AM-105,查核對公司營運有重大影響者及修改公司章程，是否經股東會決議。      
AM,AM-106,查核管理單位是否將各印鑑予以編號並列冊於「印鑑保管清冊」針對印鑑新刻、換發、補發及繳銷均列入登記管理。        
AM,AM-106,印鑑領用時，領用人是否於「印鑑履歷卡」上簽認領用。      
AM,AM-106,印鑑新刻、換發或補發時是否依規定擬具「印鑑請購單」經權限主管核准後，交管理單位辦理刻印作業。      
AM,AM-106,查核印鑑與支票是否由不同人員保管。       
AM,AM-106,管理單位是否製作「印鑑盤點表」每年進行一次印鑑盤點，並更新「印鑑保管清冊」。      
AM,AM-106,公司重要印鑑之大小章是否由二人以上分別擔任印鑑保管人且代理人不得為同一人。       
AM,AM-106,查核各單位印鑑保管人是否將印鑑放置固定安全之處所。       
AM,AM-106,查核用印申請時，申請人是否填具「公司基本資料/合約審核申請表」依規定呈核。       
AM,AM-106,查核各印鑑保管單位之「公司基本資料/合約審核申請表」是否依編號列冊，定期呈核決權限。      
AM,AM-106,印鑑須攜出使用時，用印申請人是否填具「公司基本資料/合約審核申請表」，註明攜出及用印原因並註明攜出及歸還日期，且簽名以示負責。     
AM,AM-106,查核印鑑攜出是否於預計歸還日前歸還。      
AM,AM-106,查核印鑑之繳銷是否擬具「印鑑報廢申請單」，交管理單位會同稽核人員予以銷毀。       
AM,AM-107,NA
AM,AM-108,查核資金貸與他人時是否在規定範圍內並依「公開發行公司資金貸與及背書保證處理準則」及「資金貸與他人作業程序」辦理。        
AM,AM-108,辦理資金貸與他人時，是否先經詳細之審查程序。      
AM,AM-108,查核資金貸與他人是否經董事會決議。       
AM,AM-108,查核資金貸與他人之記錄是否完整。        
AM,AM-108,查核資金貸與他人之資訊是否依規定公告及申報。      
AM,AM-109,查核公司對外背書保證之對象是否符合「背書保證作業程序」規定。      
AM,AM-109,查核對他公司背書保證之額度是否未超過本公司對單一企業背書保證額度之上限及本公司對外背書保證之總額度。      
AM,AM-109,查核本公司背書保證之公司，是否均有經風險評估並依規定呈請核准。     
AM,AM-109,查核財會部是否就背書保證事項建立「背書保證備查簿」詳予登載備查。        
AM,AM-109,查核財會部是否依規定程序辦理背書保證註銷。       
AM,AM-109,查核背書保證有關印鑑，是否由專人保管並報經董事會同意。     
AM,AM-109,本公司背書保證因情事變更致超過所訂額度時是否依規定程序辦理。      
AM,AM-109,查核公告申報是否依規定辦理。      
AM,AM-109,查核本公司背書保證是否提請董事會決議通過後辦理。        
AM,AM-110,NA
AM,AM-111,查核本公司關係人名單是否正確。     
AM,AM-111,查核本公司與關係人之銷貨、進貨之訂單處理，及因銷貨、進貨所產生之應收、應付款項之管理，是否依相關內控作業之規定處理。      
AM,AM-111,查核本公司與關係人間因業務往來產生之交易及本公司與非關係人間之正常交易是否有顯不相當或顯欠合理之情事。     
AM,AM-111,查核本公司與關係人之交易條件是否依公司規定辦理。       
AM,AM-111,查核本公司與關係人間簽訂之合約是否依規定程序並經權限主管核准後辦理。      
AM,AM-111,查核財會部是否定期就關係人彼此間之進、銷貨及應收、應付款項餘額相互核對，若有差異則需瞭解原因並作成調節表。       
AM,AM-111,查核本公司與關係人之間有重大交易事項發生，是否已依財務會計準則公報第六號之規定，於財務報告附註中揭露相關資料。     
AM,AM-111,查核與關係人間財務業務往來須經董事會決議之重大交易是否經董事會核准，並充分考量各獨立董事之意見，及將其同意或反對之明確意見及反對之理由列入董事會紀錄。 
AM,AM-111,變更前是否適切諮詢會計師，及必要時考量競爭者、國內外產業之作法。        
AM,AM-111,是否將變動之性質及估計影響程度等，呈報上級長官。        
AM,AM-111,如屬重大會計政策變動，是否依照證券發行人財務報告編制準則第6條所規定之相關書件、流程及方式辦理。        
AM,AM-112,首次採用時是否成立專案小組並擬定轉換計畫。       
AM,AM-112,是否定期將計畫執行情形進度向董事會報告並於規定期限、方式向主管機關申報。        
AM,AM-112,是否將「適用國際會計準則之管理」列為年度稽核項目。       
AM,AM-112,遇會計專業判斷、會計政策與估計變動及日後IFRS財務報表之編製是否參考會計師意見後施行。        
AM,AM-112,是否不定期派員參加IFRS相關宣導及教育訓練。     
AM,AM-112,導入後有關IFRS公報變動之因應，是否徵詢會計師意見，並考量對公司運作影響的相關程度，經權責主管核准後方可變更相關會計作業。   
AM,AM-113,子公司之經理人是否由本公司派任。        
AM,AM-113,查核本公司最高管理階層是否隨時掌控子公司之營運狀況。      
AM,AM-113,查核子公司之組織架構是否達到職能分工，相互牽制之效果。     
AM,AM-113,查核子公司是否確實編製各種管理報表予本公司管理階層，俾對子公司之業務及資金狀況作有效之掌控。      
AM,AM-113,查核各子公司是否訂定書面內部控制制度並確實遵循。        
AM,AM-114,查核董事會議事規範是否包括主要議事內容、作業程序、議事錄應載明事項、公告及其他應遵循事項等。   
AM,AM-114,查核除因緊急情事召集之董事會外，是否指定議事單位擬定議事內容，並提供足夠之會議資料，於開會七日前併同召集通知，一併寄送各董事及監察人。 
AM,AM-114,查核定期性董事會之議事內容，是否包括「公開發行公司董事會議事辦法」第六條所規定之事項。 
AM,AM-114,查核公司召開董事會時，是否設置「董事會簽到表」供出席董事簽到並累計出席率。   
AM,AM-114,查核董事如委託其他董事代理出席時，是否每次出具委託書，並列舉授權範圍。 
AM,AM-114,公司是否建置並維護董事及其關係人名單檔案。   
AM,AM-114,董事會議事單位是否於董事會召集通知或相關文件中，提醒董事會參與討論及表決者注意利益迴避。    
AM,AM-114,議事辦法第七條第一項各款規定應提董事會討論事項，除有突發緊急情事或正當理由外，是否未以臨時動議提出。  
AM,AM-114,董事會之議事是否做成議事錄，其內容是否符合議事辦法第十七條第一項規定。 
AM,AM-114,公司若設有獨立董事者，獨立董事如有反對或保留意見，是否於董事會議事錄載明。   
AM,AM-114,董事會議事錄是否於會後二十日內分送各董事及監察人。   
AM,AM-114,董事會之議決事項，是否依規定期限向主管機關指定之資訊申報網站辦理公告申報。   
AM,AM-114,查核「董事會簽到表」是否為議事錄之一部分。   
AM,AM-114,查核董事會之開會過程是否錄音或錄影存證；以視訊會議為之者，是否錄音及錄影。   
AM,AM-114,內部稽核主管是否列席董事會，並提出內部稽核業務報告。  
AM,AM-114,執行年度稽核計畫過程中，若發現有議事辦法第七條第一項所列事項，應稽核是否已提董事會討論。    
AM,AM-114,董事會議事單位是否依規定執行自行檢查。 
AM,AM-115,NA
AM,AM-116,NA
AM,AM-117,委員會之召開是否符合「薪資報酬委員會組織規程」及相關法令所規定之每年應召開次數。    
AM,AM-117,委員會議案是否於召開前備妥相關資料供委員查考。 
AM,AM-117,委員會成員資格是否符合相關法令規定，另該成員是否由董事會決議委任之。  
AM,AM-117,委員會議事錄是否依「薪資報酬委員會組織規程」及相關法令所規定詳載各項內容，並依規定時間內妥善保存備查。 
AM,AM-117,委員會決議通過之議案是否將所提建議提交董事會討論。   
AM,AM-117,委員會決議時，除法令或本公司章程另有規定外，是否經全體成員二分之ㄧ以上同意。  
AM,AM-118,首次採用時是否成立專案小組並擬定轉換計畫。       
AM,AM-118,是否定期將計畫執行情形進度向董事會報告並於規定期限、方式向主管機關申報。        
AM,AM-118,是否將「適用國際會計準則之管理」列為年度稽核項目。       
AM,AM-118,遇會計專業判斷、會計政策與估計變動及日後IFRS財務報表之編製是否參考會計師意見後施行。        
AM,AM-118,是否不定期派員參加IFRS相關宣導及教育訓練。     
AM,AM-118,導入後有關IFRS公報變動之因應，是否徵詢會計師意見，並考量對公司運作影響的相關程度，經權責主管核准後方可變更相關會計作業。   
AM,AM-119,交易發生時，是否辨視國際會計準則規範是否有規定，並按公報之規範與精神辦理。   
AM,AM-119,專業判斷之過程中，是否適切與會計師討論，並必要時考量競爭者、國內外產業之作法。 
AM,AM-119,重大會計議題綜合各方的討論以形成之建議，諮詢及討論過程是否備忘錄記載。 
AM,AM-119,作成之結論如有因IFRS之變動而需予以調整者，是否均做適切之調整。   
AM,AM-120,變更前是否做完善的分析、包括評估對於會計、財務報告、稅務及商業流程、資訊系統所帶來的影響。   
AM,AM-120,變更前是否適切諮詢會計師，及必要時考量競爭者、國內外產業之作法。    
AM,AM-120,是否將變動之性質及估計影響程度等，呈報上級長官。    
AM,AM-120,如屬重大會計政策變動，是否依照證券發行人財務報告編制準則第6條所規定之相關書件、流程及方式辦理。    
AM,AM-121,NA
AM,AM-122,NA
AM,AM-123,是否建立清楚適當之法令傳達、諮詢、協調與溝通系統？       
AM,AM-123,是否確認各項作業及管理規章均配合相關法規適時更新，各項營運活動是否符合法令規定？        
AM,AM-123,事否訂定法令遵循之評估內容與程序，並督導各單位定期自行評估執行情形？      
AM,AM-123,是否督導海外分支機構遵循其所在地國家之法令？      
AM,AM-123,內部稽核單位是否將法令遵循制度之執行情形，併入對業務及管理單位之查核？     
AM,AM-123,是否依主管機關規定辦理各項申報？a.年報申報b.財報申報c.股東會申報        
AM,AM-123,是否對各單位人員施以適當合宜之法規訓練？a.消防安全法規       